title	href	last_work_plase	count
Старший системный администратор	/resume/5a51db7c000752038f0039ed1f397472615772?hhtmFrom=resume_search_result	X5 RETAIL GROUP	14.0
Системный Администратор, Инженер-программист 1-й категории	/resume/49040a160001789d5e0039ed1f6546316d6657?hhtmFrom=resume_search_result	АО «Янтарьэнерго»	1.0
Руководитель отдела разработки \ Руководитель проекта	/resume/ecc93d8d0003b112570039ed1f466771394469?hhtmFrom=resume_search_result	"АО ""Российский Экспортный Центр"""	1.0
Интернет-маркетолог	/resume/5560b8110001d710fd0039ed1f716855415570?hhtmFrom=resume_search_result	ООО Главмедздрав	1.0
Консультант SAP HCM (PA, OM, PT, PY, Fiori/UI5)	/resume/65cabce50000ca29380039ed1f6c7357597478?hhtmFrom=resume_search_result	"ПАО ""ЧТПЗ"""	1.0
Директор проектов, руководитель направления	/resume/58c0fe3c00029203d10039ed1f6c64726a7263?hhtmFrom=resume_search_result	Центральный аппарат ПАО Сбербанк	1.0
Системный администратор	/resume/019c1c000003f6c1b90039ed1f4e347674517a?hhtmFrom=resume_search_result	ГКУ МО ДЕЗ	1.0
Архитектор информационно-аналитических систем, Руководитель проекта	/resume/84e1f2f200002343a70039ed1f736563726574?hhtmFrom=resume_search_result	Фриланс	38.0
Менеджер по продажам/ менеджер по работе с клиентами	/resume/d4b7daf80002ec97cc0039ed1f324230577339?hhtmFrom=resume_search_result	"ООО ""МИС-экспертиза"""	1.0
frontend	/resume/a9f16fac00009dc4be0039ed1f736563726574?hhtmFrom=resume_search_result	OOO Джхути консалт	1.0
Project manager / Менеджер проекта	/resume/cc38907a00065fa3150039ed1f42594d455962?hhtmFrom=resume_search_result	FUSION CORE	1.0
Community manager	/resume/d2cbb6a10007f8ec5d0039ed1f51734778356a?hhtmFrom=resume_search_result	Национальный исследовательский университет «Высшая школа экономики»	1.0
Junior frontend-разработчик	/resume/d647376000068296c60039ed1f305478536148?hhtmFrom=resume_search_result	IT Craft	1.0
Ведущий системный аналитик (авиационные системы) (от 100 т.р.)	/resume/125cb5c70005ca08810039ed1f674e46716259?hhtmFrom=resume_search_result	АО «Аэроприбор-Восход»	1.0
Программист	/resume/b0adc6660005e3df730039ed1f5a34454a626b?hhtmFrom=resume_search_result	Тинькофф Банк	12.0
Руководитель проекта	/resume/cef03e2e0002e07ad60039ed1f325433643462?hhtmFrom=resume_search_result	Галактика	4.0
Специалист	/resume/389fcf320005e3b8680039ed1f353453394e77?hhtmFrom=resume_search_result	Инфолоджистикс	2.0
HTML-верстальщик	/resume/5afc2c360003cc8f030039ed1f766577317077?hhtmFrom=resume_search_result	Интернет магазин	2.0
Технический директор / Руководитель проектов  - беспроводные средства передачи данных, радиосвязь	/resume/085032b40000144ad30039ed1f736563726574?hhtmFrom=resume_search_result	"ООО ""ЛАНРОАД"""	2.0
Руководитель направления e-commerce	/resume/3089c8120002f17ced0039ed1f41326d387356?hhtmFrom=resume_search_result	ООО АгроПромШина	1.0
Программист Python (junior)	/resume/7de69ca000061376de0039ed1f634d6e6d4f66?hhtmFrom=resume_search_result	УСЗН г.Темрюк	1.0
Junior Frontend Developer	/resume/25b9a0d100053e08e20039ed1f464e71535331?hhtmFrom=resume_search_result	ТСК Гельстер	1.0
Руководитель проектов, Product Manager, Продакт менеджер	/resume/2e17fb300007ae0c580039ed1f7775555a7248?hhtmFrom=resume_search_result	"ПАО ""Т Плюс"" Филиал Коми"	1.0
Контент-менеджер	/resume/6708cab200015634220039ed1f566131706b64?hhtmFrom=resume_search_result	ООО М.С.	1.0
Team Leader IT \ IT Architect \ IT Manager \ IT Project Manager	/resume/c9f56f0800053121950039ed1f32464c6f4666?hhtmFrom=resume_search_result	CogecoPeer1 Canada	1.0
Инженер АСУ ТП, специалист в сфере IT	/resume/80cf9b620002c8bd7c0039ed1f6546784e4f6f?hhtmFrom=resume_search_result	Yokogawa	1.0
Программист-консультант 1C	/resume/1517b1cd00062a67af0039ed1f464b79506342?hhtmFrom=resume_search_result	Мосточлегмаш ПАО	1.0
Программист 1C	/resume/3e0d359f00037546b10039ed1f41595648726b?hhtmFrom=resume_search_result	"ООО ""Мастер-Фуд"""	1.0
Инженер по строительству ВОЛС	/resume/31b5919b000424489c0039ed1f644272787a30?hhtmFrom=resume_search_result	"ООО ""ПВФ Связь-М"""	1.0
ABAP-разработчик	/resume/dc85a61f0005c87d280039ed1f727031776a72?hhtmFrom=resume_search_result	"ООО «Шереметьево Хэндлинг"""	1.0
Cпециалист технической поддержки, системный администратор	/resume/b2b0718d0000197c140039ed1f736563726574?hhtmFrom=resume_search_result	"ООО ""С7 ИНВЕСТ"""	1.0
Python Developer	/resume/bbf963cb0002c5fd8c0039ed1f314857513145?hhtmFrom=resume_search_result	АО Атомэнергопроект	1.0
Разработчик фронтэнда	/resume/4d6fdd0c00038a59890039ed1f6b6b4b556464?hhtmFrom=resume_search_result	Аэрофлот	3.0
PHP-разработчик	/resume/e8b4c64a000249d6d00039ed1f6e6538666c6c?hhtmFrom=resume_search_result	КупиКупон	1.0
Специалист helpdesk, cпециалист по документообороту	/resume/463630800001f991880039ed1f694a764a7178?hhtmFrom=resume_search_result	ООО Сателл ИТ	1.0
Стажер IT	/resume/c2308e57000762f2d80039ed1f37307272705a?hhtmFrom=resume_search_result	PROFI.RU	3.0
HTML-верстальщик / Frontend-разработчик / Frontend developer	/resume/442f024b0007789fb40039ed1f33697a496163?hhtmFrom=resume_search_result	Система анализа посетителей и контроля сотрудников на основе распознавания лиц	1.0
Менеджер интернет магазина	/resume/77aa162e00028c33af0039ed1f674b64365034?hhtmFrom=resume_search_result	ДиноЗоо	1.0
Менеджер интернет-магазина, оператор БД (удаленно)	/resume/89b56d950001c0ccb10039ed1f4e4e31723962?hhtmFrom=resume_search_result	Reffection	1.0
Системный администратор	/resume/9e246088000669312a0039ed1f637062395237?hhtmFrom=resume_search_result	ИТ-служба	1.0
IT Manager / IT Business Partner	/resume/7ca28e600002c59ee30039ed1f5a547a316873?hhtmFrom=resume_search_result	X5 RETAIL GROUP	14.0
Разработчик Python	/resume/c17a89380005b3cfc50039ed1f62434f5a4366?hhtmFrom=resume_search_result	Forly Capital	1.0
Руководитель проектов	/resume/207896d70000eca32b0039ed1f4c3866634d53?hhtmFrom=resume_search_result	Wunderman Thompson (Международное Digital\ATL агентство)	1.0
Технический специалист	/resume/a9e541690007555a2e0039ed1f394f547a5579?hhtmFrom=resume_search_result	OPEN Group, Агентство маркетинговых коммуникаций	1.0
Комплектовщик	/resume/836cae6900066b9bf30039ed1f716761477a4b?hhtmFrom=resume_search_result	"ООО «Кофе Альянс"""	1.0
Ведущий инженер-проектировщик слаботочных систем	/resume/eda2170d00057193ee0039ed1f5a3865427658?hhtmFrom=resume_search_result	"ООО ""Генеральное управление проектом"""	1.0
Специалист по информационной безопасности	/resume/c24203d30007eaed2e0039ed1f5358367a3732?hhtmFrom=resume_search_result	ФГБУ РФИ Минприроды России	1.0
Менеджер проекта	/resume/b4fbd4080003dd98bc0039ed1f786f7a685943?hhtmFrom=resume_search_result	ИП Северинов	1.0
Junior DevOps/Cистемный администратор	/resume/a5a638ce0007ffc6910039ed1f466634687851?hhtmFrom=resume_search_result	"ООО ""Балтийская Технологическая Компания"""	1.0
Системный аналитик	/resume/9f0858ac0007997eab0039ed1f576574357845?hhtmFrom=resume_search_result	Свемел	1.0
Руководитель ИТ-проектов	/resume/7da7a04400018bf2290039ed1f50563951706d?hhtmFrom=resume_search_result	Федеральное государственное унитарное предприятие «Главный научно-исследовательский вычислительный центр» Управления делами Президента Российской Федерации	1.0
Web мастер, Seo специалист, Интернет маркетолог	/resume/8aef2b75000279ec0e0039ed1f62594870686b?hhtmFrom=resume_search_result	МДМ-Лайт	2.0
UX/UI-дизайнер	/resume/78e3f50b0000125d980039ed1f736563726574?hhtmFrom=resume_search_result	ООО Пульсар продакшн	2.0
Руководитель проектов	/resume/7fa0230300057704970039ed1f735766323474?hhtmFrom=resume_search_result	ГК ПАЛИТРА	2.0
Аналитик	/resume/8bdc30f100006a8f140039ed1f736563726574?hhtmFrom=resume_search_result	ГУОВ, ОАО	2.0
Руководитель ИТ	/resume/65dae12e0007d32fdf0039ed1f495979424d36?hhtmFrom=resume_search_result	Индивидуальное предпринимательство	2.0
ГИС специалист	/resume/30630ba10007d056600039ed1f77677242594a?hhtmFrom=resume_search_result	University of Northern Iowa	1.0
Тестировщик ПО	/resume/d492e34200060b5c7a0039ed1f5335354b686a?hhtmFrom=resume_search_result	1001 Тур	2.0
AV (аудио/видео)/мультимедиа инженер	/resume/6dc92d650007cf18f00039ed1f324b61636179?hhtmFrom=resume_search_result	"ООО ""Панасоник Рус"""	1.0
Системный администратор	/resume/cee5c18a00025c18ea0039ed1f336b3653464a?hhtmFrom=resume_search_result	Джонджоли	1.0
Системный администратор	/resume/d264217c0006c7dbb30039ed1f477a59586d62?hhtmFrom=resume_search_result	Первый Системный Интегратор	1.0
Product owner	/resume/4c523c190008038e280039ed1f49704d637154?hhtmFrom=resume_search_result	Ингосстрах	1.0
Руководитель ИТ-департамента	/resume/5a5eff2000078e66640039ed1f68696742547a?hhtmFrom=resume_search_result	"ФГУП ""Главный научно-исследовательский вычислительный центр'' Управления делами Президента Российской Федерации"	1.0
Product manager	/resume/bc6725c20001a462a70039ed1f64507a346550?hhtmFrom=resume_search_result	QIWI Ltd	3.0
 IOS разработчик	/resume/281c38460002afa7170039ed1f756944775433?hhtmFrom=resume_search_result	Snitch	1.0
Project/Marketing manager	/resume/13c4ce62000103f9f40039ed1f33547a536c6a?hhtmFrom=resume_search_result	Fora Soft	1.0
Начальник управления, начальник отдела, заместитель	/resume/c1b0767e0001f25bc50039ed1f4a5857594e68?hhtmFrom=resume_search_result	"ООО ""Газпром добыча Ямбург"""	1.0
Программист	/resume/6a7d6deb000729f7100039ed1f4b4a50763074?hhtmFrom=resume_search_result	"OOO""Компьютерный Сервис"""	1.0
Аналитик	/resume/697729ba0007f2fd8d0039ed1f5854726d5136?hhtmFrom=resume_search_result	Группа компаний NEUROGRESS - Международная компания. ИТ, Нейротехнологии, ИИ, VR	1.0
★ Директор по маркетингу / Интернет-маркетолог / Маркетолог	/resume/7a1bc932000431e0880039ed1f313433684a6b?hhtmFrom=resume_search_result	Злой Маркетинг	1.0
Интернет-маркетолог, SMM-менеджер Таргетолог, Трафик-менеджер (удаленная работа)	/resume/7fceab65000711dfd10039ed1f347839774961?hhtmFrom=resume_search_result	W.M. WebMedia Ltd.	1.0
Координатор проекта	/resume/696cb01c0002a65ffe0039ed1f4b7345746f62?hhtmFrom=resume_search_result	Волгоградский элеватор	1.0
Руководитель проекта	/resume/0c11bd180000db66bc0039ed1f65547a366e34?hhtmFrom=resume_search_result	ГТК ,ООО	1.0
Design Director, Art Director, Product Design Lead	/resume/aad677320005bf91ad0039ed1f756757326f75?hhtmFrom=resume_search_result	STC	2.0
Product Owner, Директор по развитию продуктов, Бизнес аналитик	/resume/68f255b000004b72d00039ed1f736563726574?hhtmFrom=resume_search_result	Colvir Software Solution Ltd.	2.0
Junior project manager	/resume/7a6719580007af23ce0039ed1f68756a56784e?hhtmFrom=resume_search_result	Самсунг, Группа компаний	2.0
Project Manager	/resume/d33de1de00000998350039ed1f736563726574?hhtmFrom=resume_search_result	Tieto	1.0
Программист python / Data Scientist	/resume/15e6436d0007ec30650039ed1f6873594d5370?hhtmFrom=resume_search_result	Школа программирования Coddy	1.0
Руководитель разработки / Начальник отдела / Team Lead .NET	/resume/53206fcd00013dad580039ed1f6c3876346d6c?hhtmFrom=resume_search_result	Московский Кредитный Банк	3.0
Ведущий инженер	/resume/b4a1f85a0003e47daf0039ed1f6b7344556345?hhtmFrom=resume_search_result	Московский государственный университет технологий и управления им. К.Г. Разумовского	2.0
Product manager	/resume/aa7509360004d0fb070039ed1f794574674159?hhtmFrom=resume_search_result	Сбербанк	46.0
Менеджер проекта, инженер	/resume/df523c3700028c447c0039ed1f717872556b6f?hhtmFrom=resume_search_result	ТЕЛРОС, ЗАО	1.0
Трафик менеджер	/resume/9b94b4a90005f4f09f0039ed1f537354354f59?hhtmFrom=resume_search_result	Стомсклад	1.0
Руководитель интернет-проектов	/resume/1b5445230007c55d520039ed1f7a307556576c?hhtmFrom=resume_search_result	Artics Internet Solutions	1.0
Data Scientist	/resume/01f19b9400059420950039ed1f7152474c747a?hhtmFrom=resume_search_result	Milky club	1.0
Специалист по компьютерной криминалистике	/resume/9404ff5d0007aa569d0039ed1f523064786e4f?hhtmFrom=resume_search_result	Group-IB	1.0
Специалист по информационной безопасности	/resume/19b626b30007d04cf80039ed1f4f534a674550?hhtmFrom=resume_search_result		
Коммерческий директор, директор по продажам, директор по развитию, операционный директор	/resume/320857950000b26fc50039ed1f736563726574?hhtmFrom=resume_search_result	"ООО""Ойстерс"""	1.0
QA-инженер	/resume/570683c3000649d69e0039ed1f76415154434f?hhtmFrom=resume_search_result	Artezio	1.0
Программист стажёр С#	/resume/df1c606f0007171c440039ed1f76664e707147?hhtmFrom=resume_search_result	Фриланс	38.0
IT-специалист	/resume/ad578d0d000644126c0039ed1f5965416e6768?hhtmFrom=resume_search_result	Роботмаш	1.0
Технический специалист, контент-менеджер	/resume/2e93b44e0007616fc30039ed1f426e62793445?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Packet  Core Network Expert	/resume/3bdc8a780000b693170039ed1f736563726574?hhtmFrom=resume_search_result	V-Tell	2.0
Инженер ПО со знанием иностранных языков	/resume/fb5619de00035955640039ed1f3570324f4f71?hhtmFrom=resume_search_result	CMA Small Systems AB	2.0
Product Owner / CTO	/resume/aff152f10007e0f3470039ed1f6f48754e6e4c?hhtmFrom=resume_search_result	Digital Agency Pichesky (группа компаний Orange)	2.0
Design Director, Art Director, Product Design Lead	/resume/aad677320005bf91ad0039ed1f756757326f75?hhtmFrom=resume_search_result	STC	2.0
Product Owner, Директор по развитию продуктов, Бизнес аналитик	/resume/68f255b000004b72d00039ed1f736563726574?hhtmFrom=resume_search_result	Colvir Software Solution Ltd.	2.0
техник-электрик	/resume/f280a3eb000444d34e0039ed1f5055524b776d?hhtmFrom=resume_search_result	БЦ Квадрум	1.0
Системный администратор	/resume/c5495d780007cc98210039ed1f774a45536469?hhtmFrom=resume_search_result	Торговая компания Омтек	1.0
Технический директор / CTO / Head of R&D	/resume/169f3d23000746ab450039ed1f68614968454a?hhtmFrom=resume_search_result	Teleport Media и NODR.IO	1.0
C#/Unity programmer	/resume/9601d7d90007ed3ef20039ed1f5742786a6569?hhtmFrom=resume_search_result	"PLC ""Plastika"""	1.0
Менеджер интернет-магазина	/resume/e0c007f00007f8bbc80039ed1f3569506e694b?hhtmFrom=resume_search_result	"ООО ""Этаж"""	1.0
Программист SQL  ASP.NET C#  MS SQL BI	/resume/93eaf19900061941ea0039ed1f486166447971?hhtmFrom=resume_search_result	"ООО ""ИЭК ХОЛДИНГ"""	1.0
Product manager	/resume/74310ea90007606dbf0039ed1f797339344443?hhtmFrom=resume_search_result	Третье Мнение	1.0
Интернет-маркетолог (perfomance)	/resume/6d02e17000072316f60039ed1f51596f554453?hhtmFrom=resume_search_result	Digital-lab	1.0
Product manager / Менеджер продукта	/resume/94f92f520007bec4bb0039ed1f536c45314969?hhtmFrom=resume_search_result	Grestyle	1.0
3D Artist	/resume/fede054f000579756c0039ed1f4c436c384177?hhtmFrom=resume_search_result	DP SPACE	1.0
Директор по информационным технологиям	/resume/36eb8a7f000123fae30039ed1f3834714f487a?hhtmFrom=resume_search_result	ПРОМАГРО-МЕНЕДЖМЕНТ	1.0
Руководитель ИТ	/resume/fbdd19aa0007f0a7e60039ed1f364b70753975?hhtmFrom=resume_search_result	"ООО ""ЭВ-ГРУПП"""	1.0
Специалист службы поддержки пользователей	/resume/0befcd100003285ac10039ed1f436f52557631?hhtmFrom=resume_search_result	Ф Рокетбанк КИВИ Банк (АО)	5.0
Системный \  Сетевой администратор	/resume/75d05f7700068c08f70039ed1f4574424f6133?hhtmFrom=resume_search_result	Original Group	2.0
Инженер слаботочных систем	/resume/329200d6000254bcda0039ed1f356170487367?hhtmFrom=resume_search_result	Виаресто	1.0
SEO специалист с большим опытом	/resume/2683ce960003fe43a30039ed1f45456c55514f?hhtmFrom=resume_search_result	ИП Бардюков Михаил Александрович	1.0
Менеджер web интернет-проектов IT Project	/resume/301f84eb000538a3160039ed1f50634f687043?hhtmFrom=resume_search_result	SELFMADE	1.0
Продукт менеджер, Специалист по сетевому оборудованию, Пресейл	/resume/14872c61000137049a0039ed1f6d3251747162?hhtmFrom=resume_search_result	Ай-Ти Бизнес Компани, ООО	1.0
Web-дизайнер	/resume/51c758fd0006b8224e0039ed1f5762544a5062?hhtmFrom=resume_search_result		
Системный администратор/Техническая поддержка пользователей	/resume/c00aefb300034e10900039ed1f576e32326865?hhtmFrom=resume_search_result	Just repair	1.0
Инженер по наружным и внутренним сетям	/resume/98d8a6b80003b481b60039ed1f30544f763238?hhtmFrom=resume_search_result	Группа компаний «Эталон» московское подразделение	1.0
Frontend-разработчик	/resume/57b7654400080028410039ed1f537330735671?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
менеджер по продажам	/resume/e9651b2b00073ede040039ed1f334964366471?hhtmFrom=resume_search_result	Вшуф	1.0
Project Manager / Product Manager / Head of PMO (offline & online)	/resume/00d2fec20007e578750039ed1f697551483049?hhtmFrom=resume_search_result	MODIS, Zoloto585, AVS-Electro, ANGSTREM, JamilCo, Zeppelin Rusland, TERN, IKT-Consult, TRAKT, Sever-Gazprom, Astrakhan-Gazprom etc.	1.0
Chief Agile Officer	/resume/7c6a770500018847520039ed1f544a6d59306b?hhtmFrom=resume_search_result	Freelance	16.0
Специалист	/resume/cc49bd5a0004838df40039ed1f55484f345262?hhtmFrom=resume_search_result	Ultra Wod	1.0
junior web developer	/resume/42d319360007ce979a0039ed1f366672394e34?hhtmFrom=resume_search_result	Мастерская 3d печати	1.0
Менеджер проектов	/resume/d7a763f70007ddcc8d0039ed1f786877376e61?hhtmFrom=resume_search_result	Общество с ограниченной ответственностью «Бюджетные и Финансовые Технологии»	1.0
Инженер-программист	/resume/49d29d3a0002f4d30f0039ed1f456b5371764e?hhtmFrom=resume_search_result	ВК Терминал (Таможня)	1.0
Системный администратор‎ (Программист)	/resume/cdaf70ed0004296e050039ed1f634b62316a31?hhtmFrom=resume_search_result	Праймтек	1.0
Android developer	/resume/8dd61bfb00010fe9490039ed1f754878446e33?hhtmFrom=resume_search_result	Связной	8.0
Специалист по технической поддержке	/resume/7d124b5a000643ab9b0039ed1f735639396d71?hhtmFrom=resume_search_result	"Филиал ФКУ ""Налог-Сервис"" ФНС России по г. Москве"	1.0
Системный инженер	/resume/853a465d00032fd5f20039ed1f61536f707a39?hhtmFrom=resume_search_result	Газпром нефть, ПАО	8.0
IT-специалист / Системный администратор	/resume/7840aa8f0007c3b91a0039ed1f30675774754b?hhtmFrom=resume_search_result	ДАЛКОС, ООО	1.0
IT-специалист	/resume/3b3e749d000254fe4d0039ed1f473978745075?hhtmFrom=resume_search_result	Ventra Employment	2.0
Руководитель проекта	/resume/8e10412a0007e841c90039ed1f47646635584e?hhtmFrom=resume_search_result	Poli	1.0
Системный администратор	/resume/765f8dcc0000c579880039ed1f746664504472?hhtmFrom=resume_search_result	"АО КБ ""Рублев"""	1.0
Инженер по  радиосвязи	/resume/7ca91f810003eb72a20039ed1f415849654559?hhtmFrom=resume_search_result	Алкатель-Лусент	1.0
Технический специалист, контент-менеджер	/resume/2e93b44e0007616fc30039ed1f426e62793445?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Packet  Core Network Expert	/resume/3bdc8a780000b693170039ed1f736563726574?hhtmFrom=resume_search_result	V-Tell	2.0
Инженер ПО со знанием иностранных языков	/resume/fb5619de00035955640039ed1f3570324f4f71?hhtmFrom=resume_search_result	CMA Small Systems AB	2.0
Product Owner / CTO	/resume/aff152f10007e0f3470039ed1f6f48754e6e4c?hhtmFrom=resume_search_result	Digital Agency Pichesky (группа компаний Orange)	2.0
IT Директор, Руководитель отдела IT	/resume/69ccd390000040997d0039ed1f736563726574?hhtmFrom=resume_search_result	"ООО ""Форвард Медиа Групп"""	1.0
Senior UI/UX Designer, Senior Product Designer, Art Director, 	/resume/19517b40000283811f0039ed1f78346b795778?hhtmFrom=resume_search_result	Collabos Inc.	1.0
Системный администратор	/resume/9d2efe5000023919f70039ed1f466b61367242?hhtmFrom=resume_search_result	ЧОП СДМ безрпасность	1.0
Программист back end C# MSSQL Unit-tests	/resume/4b2b16e400012237290039ed1f554f384f775a?hhtmFrom=resume_search_result	Диц софт, Кельма	1.0
Junior Геймдизайнер	/resume/860e79180007bb60500039ed1f795265586d37?hhtmFrom=resume_search_result	GeekBrains	3.0
системный администратор	/resume/53958dbe0007ea49780039ed1f655777576567?hhtmFrom=resume_search_result	Teleport	1.0
Младший тестировщик/QA стажер	/resume/5075c039000803e1090039ed1f4d597750656c?hhtmFrom=resume_search_result	Geekbrains	3.0
Начальник отдела информационных технологий	/resume/065e657000049f8f260039ed1f4439625a7556?hhtmFrom=resume_search_result		
Специалист технической поддержки	/resume/ab80406e0007f7236b0039ed1f494a6a75686a?hhtmFrom=resume_search_result	lady & gentleman	1.0
Инженер по слаботочным системам	/resume/92ea544b0004164cf10039ed1f626245386f69?hhtmFrom=resume_search_result	Группа Компаний «Ташир»	1.0
Веб-дизайнер, графический дизайнер	/resume/104039bd0003329a900039ed1f6c63734f5975?hhtmFrom=resume_search_result	М.Видео-Эльдорадо	7.0
Веб-мастер	/resume/5d9367fc00035daab10039ed1f6a5678334e39?hhtmFrom=resume_search_result	intelsport	1.0
Руководитель проекта	/resume/cef03e2e0002e07ad60039ed1f325433643462?hhtmFrom=resume_search_result	Галактика	4.0
Специалист	/resume/389fcf320005e3b8680039ed1f353453394e77?hhtmFrom=resume_search_result	Инфолоджистикс	2.0
HTML-верстальщик	/resume/5afc2c360003cc8f030039ed1f766577317077?hhtmFrom=resume_search_result	Интернет магазин	2.0
Технический директор / Руководитель проектов  - беспроводные средства передачи данных, радиосвязь	/resume/085032b40000144ad30039ed1f736563726574?hhtmFrom=resume_search_result	"ООО ""ЛАНРОАД"""	2.0
Руководитель проекта	/resume/d12b5f9c00032914a90039ed1f45714d6a3653?hhtmFrom=resume_search_result	"OOO ""Комфорт Менеджмент"""	1.0
Компьютерный специалист	/resume/b1980f8a00071231360039ed1f746f43644d36?hhtmFrom=resume_search_result	Topcomputer	1.0
Руководитель проектного отдела благоустройства 	/resume/e37882bc00035b38390039ed1f366176443233?hhtmFrom=resume_search_result	"ООО ""Велтекс"""	1.0
Начальник ИТ-департамента / Руководитель ИТ-проектов	/resume/16ccf6800007845d390039ed1f746955426456?hhtmFrom=resume_search_result	"Акционерное общество ""Инновационный Центр Энергоэффективных Решений"""	1.0
E-сommerce директор / Руководитель интернет-магазина	/resume/9722b92200072683ae0039ed1f4b3754386a46?hhtmFrom=resume_search_result	АО Интализ	1.0
Backend Python Developer	/resume/67cff29400078eaf200039ed1f777839716e33?hhtmFrom=resume_search_result	Брейн Софтер	1.0
разработчик на bitrix (не24)	/resume/7e3894db00007836e20039ed1f736563726574?hhtmFrom=resume_search_result	Джинсовая симфония	1.0
3D-визуализатор, модельер	/resume/a14f92620000f4eda40039ed1f523835385a72?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Аналитик	/resume/d8e8029a00045a64fb0039ed1f473956777352?hhtmFrom=resume_search_result	Департамент информационных технологий города Москвы 	1.0
Системный администратор	/resume/b84779390007c71d270039ed1f6649454f6e36?hhtmFrom=resume_search_result	Яндекс	19.0
Интернет-маркетолог, менеджер интернет проектов, SEO-специалист, smm, Digital-маркетолог, реклама	/resume/581105b800040e1e2d0039ed1f4b4469534937?hhtmFrom=resume_search_result	АМП КОМПЛЕКТ	1.0
Веб-дизайнер	/resume/c43770c900062047240039ed1f796e56576947?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
UX/UI дизайнер	/resume/b3de78d90002d566880039ed1f456a59797478?hhtmFrom=resume_search_result	585, Золотой	1.0
Контент-менеджер	/resume/103c09c40002c02ebc0039ed1f616e76334476?hhtmFrom=resume_search_result	"компания ООО ""ЭдАн"""	1.0
Техник-программист	/resume/287cbc3e000775f49c0039ed1f664e6a514449?hhtmFrom=resume_search_result	"ООО ""Оптимал Системс"""	1.0
Менеджер проектов	/resume/137e7d7400078e000c0039ed1f583338753330?hhtmFrom=resume_search_result	iPort Apple Premium Reseller	1.0
ИТ-аналитик 	/resume/0d48f99a0002b4fc040039ed1f43744e723848?hhtmFrom=resume_search_result	Procter & Gamble	1.0
Инженер-тестировщик	/resume/63e650cc0007d3747e0039ed1f545662674671?hhtmFrom=resume_search_result	Lofty	1.0
software developer	/resume/ba7de917000804c4fa0039ed1f6b6238546a57?hhtmFrom=resume_search_result	GG Team	1.0
Frontend-developer	/resume/e2aca2930003ef42440039ed1f686b76533078?hhtmFrom=resume_search_result	Intourist - Thomas Cook	1.0
ИТ-директор, начальник управления ИТ, начальник департамента ИТ, начальник отдела ИТ	/resume/a246eb4f0005c0edfa0039ed1f365270676d78?hhtmFrom=resume_search_result	ООО Сигма	2.0
product owner	/resume/1b482769000098824e0039ed1f736563726574?hhtmFrom=resume_search_result	JSC Region Investment	1.0
Java-developer	/resume/92b0f51b00072e22aa0039ed1f3255474f5369?hhtmFrom=resume_search_result	Индивидуальное предпринимательство / частная практика / фриланс	177.0
Системный администратор	/resume/a47b517200009f24bf0039ed1f736563726574?hhtmFrom=resume_search_result	ООО Квинтессентиалли Восток	1.0
Руководитель проектного офиса	/resume/e62df253000016ea5e0039ed1f736563726574?hhtmFrom=resume_search_result	"Центр науки и технологий ""Сириус"""	1.0
Руководитель проектов	/resume/8da25bf70007e907700039ed1f784c6f597342?hhtmFrom=resume_search_result	"ФНПЦ АО ""НПО ""Марс"""	1.0
Инженер	/resume/e13945cc0000b9ef370039ed1f736563726574?hhtmFrom=resume_search_result	Яндекс	19.0
Интернет-маркетолог	/resume/381bb14f00077cdd200039ed1f4c6d72696d34?hhtmFrom=resume_search_result	ИП Артемьев Д.Д.	1.0
Python-разработчик	/resume/9920ebc20007a701c00039ed1f456437435961?hhtmFrom=resume_search_result	Работа на фрилансе	1.0
Product Owner	/resume/6a93d7ad0007ea600d0039ed1f5a6546473541?hhtmFrom=resume_search_result	Undisclosed Company	1.0
Техническая поддержка пользователей	/resume/b6a706cb00059a80590039ed1f36483079484d?hhtmFrom=resume_search_result	"ООО ""Токамо"""	1.0
Аналитик, python разработчик	/resume/f63157490003e6247f0039ed1f726836516a34?hhtmFrom=resume_search_result	ООО Промстройсертификация	1.0
SMM стройка	/resume/185f0eff00064ad9e40039ed1f6a636950656d?hhtmFrom=resume_search_result	Проектная работа	8.0
Digital-директор	/resume/b5d6752a00000642c90039ed1f736563726574?hhtmFrom=resume_search_result	Cofix Global	1.0
Ведущий Embedded Инженер-программист	/resume/7827ff2c000800f2ca0039ed1f30316c556357?hhtmFrom=resume_search_result	ООО ЭйСиВоркс	1.0
Менеджер по продажам	/resume/45fbf4e300026c8a7a0039ed1f4f5a45716779?hhtmFrom=resume_search_result	"ООО ""Дакар"""	1.0
Project manager 	/resume/1213122b0005415ed50039ed1f535768565978?hhtmFrom=resume_search_result	8bit group	3.0
Директор проектного офиса/ ИТ Директор	/resume/ad629df700078467da0039ed1f3163467a4673?hhtmFrom=resume_search_result	ФГБУ «ЦЭКИ»	1.0
Аналитик данных/Data analyst	/resume/30ff304100029ffbce0039ed1f6d6c614d7847?hhtmFrom=resume_search_result	DMU	1.0
